"","Year","date","Month","Load","temp","RH","rsds","wspd","Wday"
"579","2018",2018-08-02,"August",12234898.3430001,27.8083333333334,80.0295833333333,181.666666666667,3.279,0
"580","2018",2018-08-03,"August",12100393.2819999,28.0125,78.7583333333333,227.583333333333,2.05633333333333,0
"581","2018",2018-08-04,"August",11512779.8439999,28.3708333333334,77.94625,235.666666666667,3.06745833333333,1
"582","2018",2018-08-05,"August",11005882.9060001,27.9875,77.4833333333333,164.833333333333,4.43833333333333,1
"583","2018",2018-08-06,"August",12442380.9370001,28.2833333333334,75.9695833333333,233.458333333333,3.953,0
"584","2018",2018-08-07,"August",12431965.156,28.525,74.3091666666667,236.041666666667,3.20508333333333,0
"585","2018",2018-08-08,"August",12561147.6729999,27.5208333333333,78.10125,160.666666666667,2.94183333333333,0
"586","2018",2018-08-09,"August",12674805.9529999,27.5833333333334,78.4904166666667,200.041666666667,3.486875,0
"587","2018",2018-08-10,"August",12815705,26.9333333333334,80.63875,155.791666666667,4.03470833333333,0
"588","2018",2018-08-11,"August",11939434.219,28.4166666666667,75.6408333333333,251.791666666667,3.97004166666667,1
"589","2018",2018-08-12,"August",10803426.0000001,28.1916666666667,73.7495833333333,238.291666666667,3.625,1
"590","2018",2018-08-13,"August",12480586.625,27.7916666666667,73.9245833333333,191.291666666667,2.81725,0
"591","2018",2018-08-14,"August",12270739.375,28.025,71.70875,243.625,2.32095833333333,0
"592","2018",2018-08-15,"August",11687117.468,28.4958333333334,72.5341666666667,193,2.47866666666667,0
"593","2018",2018-08-16,"August",12629462.9999999,29.5666666666667,73.1141666666667,254.875,2.32379166666667,0
"594","2018",2018-08-17,"August",12910911.376,29.6875,74.4416666666667,225.458333333333,3.032,0
"595","2018",2018-08-18,"August",11982916.406,28.125,76.92125,202.083333333333,4.07216666666667,1
"596","2018",2018-08-19,"August",10784428.219,28.1583333333334,75.7779166666667,158,3.00608333333333,1
"597","2018",2018-08-20,"August",12618949.5,28.4291666666667,73.8595833333333,193.375,3.00425,0
"598","2018",2018-08-21,"August",11757217.1869999,28.8041666666667,71.3166666666667,246.916666666667,3.00795833333333,0
"599","2018",2018-08-22,"August",10901966.6250002,29.4041666666667,70.0670833333333,260.666666666667,2.44766666666667,0
"600","2018",2018-08-23,"August",11366816.8129999,28.6041666666667,76.0179166666667,217.291666666667,2.20641666666667,0
"601","2018",2018-08-24,"August",11159624.1870002,28.4416666666667,79.83,204.791666666667,2.05204166666667,0
"602","2018",2018-08-25,"August",11478803.3439998,29.8291666666667,75.79375,236,3.17308333333333,1
"603","2018",2018-08-26,"August",10899076.6560001,28.1166666666667,78.4104166666667,223.208333333333,3.20629166666667,1
"604","2018",2018-08-27,"August",12126502.656,27.9791666666667,82.01125,159.875,2.51441666666667,0
"605","2018",2018-08-28,"August",12616160.469,27.9916666666667,82.8470833333333,185.333333333333,2.80295833333333,0
"606","2018",2018-08-29,"August",13096179.7500001,27.4666666666667,85.7479166666667,140.458333333333,2.55954166666667,0
"607","2018",2018-08-30,"August",11396286.0619999,26.875,85.6729166666667,163.875,3.391,0
"608","2018",2018-08-31,"August",12026121.062,28.0625,78.60375,247.125,3.576,0
"609","2018",2018-09-01,"September",11763997.8130001,27.8833333333334,80.7029166666667,186.833333333333,3.30966666666667,1
"610","2018",2018-09-02,"September",11025489.1249998,27.5416666666667,81.9025,161.375,2.52504166666667,1
"611","2018",2018-09-03,"September",12364003.406,27.7458333333334,83.0920833333333,208.166666666667,2.422375,0
"612","2018",2018-09-04,"September",12754920.0000003,27.9583333333333,82.67125,224.625,2.72225,0
"613","2018",2018-09-05,"September",12441138.6559999,27.9333333333334,82.38375,213.291666666667,2.52295833333333,0
"614","2018",2018-09-06,"September",11969900.9689999,26.2,87.95375,144.833333333333,2.28870833333333,0
"615","2018",2018-09-07,"September",11300497.6559998,27.1125,83.19125,200.75,4.49575,0
"616","2018",2018-09-08,"September",10690681.0000002,27.4416666666667,80.54875,199.958333333333,4.01754166666667,1
"617","2018",2018-09-09,"September",10664801.3750002,27.0833333333334,82.0204166666667,213.541666666667,2.461625,1
"618","2018",2018-09-10,"September",12102216.8749998,27.2375,84.3733333333333,138.666666666667,2.50129166666667,0
"619","2018",2018-09-11,"September",12763842.3750001,27.1666666666667,86.4145833333333,138.666666666667,2.339,0
"620","2018",2018-09-12,"September",12536782.7190001,27.3833333333334,85.1566666666667,163.291666666667,1.94920833333333,0
"621","2018",2018-09-13,"September",12477807.219,28.4458333333334,82.0566666666667,244.791666666667,1.769375,0
"622","2018",2018-09-14,"September",12384757.781,27.3916666666667,82.8108333333333,248.416666666667,1.82120833333333,0
"623","2018",2018-09-15,"September",11932764.75,28.65,78.8620833333333,256.75,1.953625,1
"624","2018",2018-09-16,"September",11717965.8130001,29.8375,77.60375,257.75,2.43295833333333,1
"625","2018",2018-09-17,"September",13675485.781,28.7916666666667,77.54125,254.5,2.69366666666667,0
"626","2018",2018-09-18,"September",12776244.2810001,26.5541666666667,87.4404166666667,178.375,1.84245833333333,0
"627","2018",2018-09-19,"September",12558585.281,27.8958333333334,83.4829166666667,210.708333333333,1.60508333333333,0
"628","2018",2018-09-20,"September",12134479.1249998,29.7916666666667,74.1695833333333,282.708333333333,3.03425,0
"629","2018",2018-09-21,"September",13197667.8760001,30.5458333333334,70.4104166666667,270.291666666667,2.95575,0
"630","2018",2018-09-22,"September",12219594.718,28.35,78.1533333333333,213.083333333333,3.23741666666667,1
"631","2018",2018-09-23,"September",12234282.9279998,28.6083333333334,76.81,236.041666666667,2.83045833333333,1
"632","2018",2018-09-24,"September",12663806.1970002,27.2875,80.4266666666667,244.75,2.13083333333333,0
"633","2018",2018-09-25,"September",12464012.75,28.05,81.3608333333333,230.75,2.127875,0
"634","2018",2018-09-26,"September",11995753.3250001,27.5875,78.5941666666667,190.791666666667,2.57479166666667,0
"635","2018",2018-09-27,"September",12550460.488,29.9041666666667,70.94375,281.041666666667,2.80658333333333,0
"636","2018",2018-09-28,"September",13147204.604,29.1,76.58625,243.125,3.26320833333333,0
"637","2018",2018-09-29,"September",11181637.8870001,26.7541666666667,80.4241666666667,213.125,2.982,1
"638","2018",2018-09-30,"September",11471001.8769998,27.6708333333334,81.1854166666667,194.25,1.496125,1
"639","2018",2018-10-01,"October",12955053.6999999,28.8041666666667,78.9908333333333,225.833333333333,1.62,0
"640","2018",2018-10-02,"October",13038031.7000001,28.4,78.1591666666667,235.625,1.84104166666667,0
"641","2018",2018-10-03,"October",13437895.7399999,29.9708333333334,76.29375,245.5,1.871125,0
"642","2018",2018-10-04,"October",13384327.2600002,30.1208333333334,73.8066666666667,256.416666666667,2.80995833333333,0
"643","2018",2018-10-05,"October",13534327.213,29.8583333333334,73.0025,258.791666666667,2.65091666666667,0
"644","2018",2018-10-06,"October",12484218.0870001,29.85,74.22875,232,2.31008333333333,1
