"","DATES","name","Elec_conso","temp"
"860",2012-05-09,"ANNEE 2012",6074.322,28.144348
"861",2012-05-10,"ANNEE 2012",6062.579,29.129883
"862",2012-05-11,"ANNEE 2012",6431.857,27.535034
"863",2012-05-12,"ANNEE 2012",5986.328,27.172089
"864",2012-05-13,"ANNEE 2012",6006.8,27.45996
"865",2012-05-14,"ANNEE 2012",5544.35,25.099792
"866",2012-05-15,"ANNEE 2012",6427.296,27.083313
"867",2012-05-16,"ANNEE 2012",6691.963,27.424866
"868",2012-05-17,"ANNEE 2012",6148.24,28.794891
"869",2012-05-18,"ANNEE 2012",6464.118,29.367615
"870",2012-05-19,"ANNEE 2012",5659.641,25.863098
"871",2012-05-20,"ANNEE 2012",5355.676,27.938812
"872",2012-05-21,"ANNEE 2012",6032.14,27.384735
"873",2012-05-22,"ANNEE 2012",5892.06,28.246552
"874",2012-05-23,"ANNEE 2012",6459,28.478241
"875",2012-05-24,"ANNEE 2012",6577.023,28.697266
"876",2012-05-25,"ANNEE 2012",6877.261,26.779358
"877",2012-05-26,"ANNEE 2012",5468.5,27.548248
"878",2012-05-27,"ANNEE 2012",5650.106,28.348114
"879",2012-05-28,"ANNEE 2012",5293.741,26.406677
"880",2012-05-29,"ANNEE 2012",6207.371,26.756104
"881",2012-05-30,"ANNEE 2012",6274.279,25.095581
"882",2012-05-31,"ANNEE 2012",6302.533,25.586426
"883",2012-06-01,"ANNEE 2012",5481.8,26.905151
"884",2012-06-02,"ANNEE 2012",5481.8,26.09076
"885",2012-06-03,"ANNEE 2012",5297.28,26.398682
"886",2012-06-04,"ANNEE 2012",6273.846,28.269684
"887",2012-06-05,"ANNEE 2012",5289.174,26.265533
"888",2012-06-06,"ANNEE 2012",5861.9,26.96872
"889",2012-06-07,"ANNEE 2012",6004,26.468079
"890",2012-06-08,"ANNEE 2012",5724.976,27.091553
"891",2012-06-09,"ANNEE 2012",5702.808,28.287659
"892",2012-06-10,"ANNEE 2012",5540.4,28.598633
"893",2012-06-11,"ANNEE 2012",6535.364,29.08844
"894",2012-06-12,"ANNEE 2012",6015.3,25.97763
"895",2012-06-13,"ANNEE 2012",6184.2,26.079956
"896",2012-06-14,"ANNEE 2012",6184.2,27.503448
"897",2012-06-15,"ANNEE 2012",6123.14,27.318695
"898",2012-06-16,"ANNEE 2012",5505.614,26.224854
"899",2012-06-17,"ANNEE 2012",4788.369,26.174164
"900",2012-06-18,"ANNEE 2012",5838.882,26.647644
"901",2012-06-19,"ANNEE 2012",6013.206,27.422424
"902",2012-06-20,"ANNEE 2012",6124.56,27.205261
"903",2012-06-21,"ANNEE 2012",5718.84,26.14859
"904",2012-06-22,"ANNEE 2012",5968.392,26.651917
"905",2012-06-23,"ANNEE 2012",5637.208,27.419525
"906",2012-06-24,"ANNEE 2012",5242.28,24.55017
"907",2012-06-25,"ANNEE 2012",5844.72,25.961151
"908",2012-06-26,"ANNEE 2012",5860.666,26.053894
"909",2012-06-27,"ANNEE 2012",5672.663,26.286896
"910",2012-06-28,"ANNEE 2012",5228.354,23.467255
"911",2012-06-29,"ANNEE 2012",5493.378,24.932953
"912",2012-06-30,"ANNEE 2012",5530.079,26.02536
"913",2012-07-01,"ANNEE 2012",4868.55,24.919891
"914",2012-07-02,"ANNEE 2012",5420.433,24.709595
"915",2012-07-03,"ANNEE 2012",5516.377,24.784485
"916",2012-07-04,"ANNEE 2012",5648.395,24.549011
"917",2012-07-05,"ANNEE 2012",5824.778,25.117584
"918",2012-07-06,"ANNEE 2012",5798.444,25.526306
"919",2012-07-07,"ANNEE 2012",5430.385,24.59436
"920",2012-07-08,"ANNEE 2012",5108.088,24.890778
"921",2012-07-09,"ANNEE 2012",5766.32,25.93216
"922",2012-07-10,"ANNEE 2012",5687.814,26.2294
"923",2012-07-11,"ANNEE 2012",5944.084,25.157715
"924",2012-07-12,"ANNEE 2012",6099.881,25.387177
"925",2012-07-13,"ANNEE 2012",5772.852,26.390472
"926",2012-07-14,"ANNEE 2012",5617.482,25.832977
"927",2012-07-15,"ANNEE 2012",5053.651,24.002686
"928",2012-07-16,"ANNEE 2012",5716.844,25.005432
"929",2012-07-17,"ANNEE 2012",5913.9,25.739746
"930",2012-07-18,"ANNEE 2012",6237.13,25.609161
"931",2012-07-19,"ANNEE 2012",5200.17,24.622925
"932",2012-07-20,"ANNEE 2012",5967.184,25.7482
"933",2012-07-21,"ANNEE 2012",5530.946,25.672638
"934",2012-07-22,"ANNEE 2012",5178.85,25.007782
"935",2012-07-23,"ANNEE 2012",5758.188,25.454437
"936",2012-07-24,"ANNEE 2012",5737.344,24.618073
"937",2012-07-25,"ANNEE 2012",5750.814,24.885803
"938",2012-07-26,"ANNEE 2012",5607.156,25.46939
"939",2012-07-27,"ANNEE 2012",5874.518,25.572174
"940",2012-07-28,"ANNEE 2012",5426.8,24.743378
"941",2012-07-29,"ANNEE 2012",5164.91,25.17038
"942",2012-07-30,"ANNEE 2012",5686.767,26.220337
"943",2012-07-31,"ANNEE 2012",5746.327,24.188324
"944",2012-08-01,"ANNEE 2012",5288.596,24.350586
"945",2012-08-02,"ANNEE 2012",5611.8,25.414276
"946",2012-08-03,"ANNEE 2012",5699.4,25.833405
"947",2012-08-04,"ANNEE 2012",4980.7,24.491882
"948",2012-08-05,"ANNEE 2012",4980.7,24.972351
"949",2012-08-06,"ANNEE 2012",5535.293,24.81897
"950",2012-08-07,"ANNEE 2012",5505.05,24.658203
"951",2012-08-08,"ANNEE 2012",5891.91,25.25418
"952",2012-08-09,"ANNEE 2012",5350.214,25.162231
"953",2012-08-10,"ANNEE 2012",5677.4,25.173035
"954",2012-08-11,"ANNEE 2012",5350.214,24.252747
"955",2012-08-12,"ANNEE 2012",5762.123,24.588684
"956",2012-08-13,"ANNEE 2012",5762.123,24.934021
"957",2012-08-14,"ANNEE 2012",5814,23.4375
"958",2012-08-15,"ANNEE 2012",5576.976,23.535736
"959",2012-08-16,"ANNEE 2012",5911.361,24.882904
"960",2012-08-17,"ANNEE 2012",5915.419,25.882019
"961",2012-08-18,"ANNEE 2012",5364.544,24.917664
"962",2012-08-19,"ANNEE 2012",5064.36,24.639893
"963",2012-08-20,"ANNEE 2012",5904.04,25.806305
"964",2012-08-21,"ANNEE 2012",5971.285,24.290009
"965",2012-08-22,"ANNEE 2012",5754.845,24.330353
"966",2012-08-23,"ANNEE 2012",5972.246,25.163208
"967",2012-08-24,"ANNEE 2012",5695.201,24.76004
"968",2012-08-25,"ANNEE 2012",5680.83,24.403229
"969",2012-08-26,"ANNEE 2012",5291.401,25.683014
"970",2012-08-27,"ANNEE 2012",6006.509,25.841064
"971",2012-08-28,"ANNEE 2012",5987.79,25.608276
"972",2012-08-29,"ANNEE 2012",6088.786,25.302246
"973",2012-08-30,"ANNEE 2012",7817.225,25.643097
"974",2012-08-31,"ANNEE 2012",6179.99,25.33313
"975",2012-09-01,"ANNEE 2012",6897.12,25.356354
"976",2012-09-02,"ANNEE 2012",5196.7,24.434143
"977",2012-09-03,"ANNEE 2012",5893.7,25.413757
"978",2012-09-04,"ANNEE 2012",5920.356,25.338684
"979",2012-09-05,"ANNEE 2012",5647.045,24.341125
"980",2012-09-06,"ANNEE 2012",5822.67,25.48468
"981",2012-09-07,"ANNEE 2012",5680.778,25.457764
"982",2012-09-08,"ANNEE 2012",5478.852,26.141418
"983",2012-09-09,"ANNEE 2012",5462.79,25.821564
"984",2012-09-10,"ANNEE 2012",5807.89,25.123291
"985",2012-09-11,"ANNEE 2012",6152.99,25.375488
"986",2012-09-12,"ANNEE 2012",5793.432,25.490936
"987",2012-09-13,"ANNEE 2012",6301.981,26.00705
"988",2012-09-14,"ANNEE 2012",6335.659,26.096222
"989",2012-09-15,"ANNEE 2012",5837.798,25.785522
"990",2012-09-16,"ANNEE 2012",5479.412,25.45697
"991",2012-09-17,"ANNEE 2012",6281.25,24.460968
"992",2012-09-18,"ANNEE 2012",6321.495,25.661469
"993",2012-09-19,"ANNEE 2012",6416.036,24.686401
"994",2012-09-20,"ANNEE 2012",6340.067,24.575653
"995",2012-09-21,"ANNEE 2012",6389.959,26.271545
"996",2012-09-22,"ANNEE 2012",5846.754,25.862152
"997",2012-09-23,"ANNEE 2012",5609.197,26.162292
"998",2012-09-24,"ANNEE 2012",6466.772,26.529327
"999",2012-09-25,"ANNEE 2012",6522.646,27.436127
"1000",2012-09-26,"ANNEE 2012",6401.482,25.946747
"1001",2012-09-27,"ANNEE 2012",5923.845,25.300049
"1002",2012-09-28,"ANNEE 2012",6232.573,26.775116
"1003",2012-09-29,"ANNEE 2012",5439.529,25.927917
"1004",2012-09-30,"ANNEE 2012",5983.4819,25.667511
"1005",2012-10-01,"ANNEE 2012",5944.806,26.277771
"1006",2012-10-02,"ANNEE 2012",5920.483,25.929108
"1007",2012-10-03,"ANNEE 2012",5999.936,26.123474
"1008",2012-10-04,"ANNEE 2012",6296.476,26.683441
"1009",2012-10-05,"ANNEE 2012",6372.317,26.684875
"1010",2012-10-06,"ANNEE 2012",5729.566,26.589478
"1011",2012-10-07,"ANNEE 2012",5150.132,26.020325
"1012",2012-10-08,"ANNEE 2012",6060.519,25.039032
"1013",2012-10-09,"ANNEE 2012",6370.671,26.48465
"1014",2012-10-10,"ANNEE 2012",6216.95,26.914917
"1015",2012-10-11,"ANNEE 2012",6243.166,27.161896
"1016",2012-10-12,"ANNEE 2012",6372.304,27.113434
"1017",2012-10-13,"ANNEE 2012",5891.689,27.467377
"1018",2012-10-14,"ANNEE 2012",5721.949,27.073761
"1019",2012-10-15,"ANNEE 2012",6411.574,26.44168
"1020",2012-10-16,"ANNEE 2012",6383.5,26.477112
"1021",2012-10-17,"ANNEE 2012",6009.35,26.423828
"1022",2012-10-18,"ANNEE 2012",6233.45,26.957855
"1023",2012-10-19,"ANNEE 2012",5286.099,26.438965
"1024",2012-10-20,"ANNEE 2012",5614.501,27.087341
"1025",2012-10-21,"ANNEE 2012",5666.882,27.045532
"1026",2012-10-22,"ANNEE 2012",6402.698,26.918488
"1027",2012-10-23,"ANNEE 2012",6206.061,26.956604
"1028",2012-10-24,"ANNEE 2012",5974.933,26.175323
"1029",2012-10-25,"ANNEE 2012",6214.188,26.98767
"1030",2012-10-26,"ANNEE 2012",5728.732,27.012878
"1031",2012-10-27,"ANNEE 2012",5788.905,26.7659
"1032",2012-10-28,"ANNEE 2012",5205.53,26.95221
"1033",2012-10-29,"ANNEE 2012",5907.236,26.790222
"1034",2012-10-30,"ANNEE 2012",6333.403,27.594269
"1035",2012-10-31,"ANNEE 2012",5997.803,27.454498
"1036",2012-11-01,"ANNEE 2012",5829.173,27.824677
"1037",2012-11-02,"ANNEE 2012",6474.89,28.032196
"1038",2012-11-03,"ANNEE 2012",5972.972,27.772797
"1039",2012-11-04,"ANNEE 2012",5555.488,27.74759
"1040",2012-11-05,"ANNEE 2012",6593.36,27.55362
"1041",2012-11-06,"ANNEE 2012",6672.739,27.845245
"1042",2012-11-07,"ANNEE 2012",6409.081,27.611572
"1043",2012-11-08,"ANNEE 2012",6592.258,27.371613
"1044",2012-11-09,"ANNEE 2012",6354.662,27.28476
"1045",2012-11-10,"ANNEE 2012",5931.619,27.409912
"1046",2012-11-11,"ANNEE 2012",5734.8,27.800323
"1047",2012-11-12,"ANNEE 2012",6172.45,27.482117
"1048",2012-11-13,"ANNEE 2012",6391.667,28.247437
"1049",2012-11-14,"ANNEE 2012",6642.813,28.385773
"1050",2012-11-15,"ANNEE 2012",6510.555,28.587402
"1051",2012-11-16,"ANNEE 2012",6924.176,28.380157
"1052",2012-11-17,"ANNEE 2012",6012.71,27.876984
"1053",2012-11-18,"ANNEE 2012",5844.699,27.70819
"1054",2012-11-19,"ANNEE 2012",6673.2,28.090515
"1055",2012-11-20,"ANNEE 2012",6616.6,28.516968
"1056",2012-11-21,"ANNEE 2012",5857.406,28.509766
"1057",2012-11-22,"ANNEE 2012",6502.197,28.32611
"1058",2012-11-23,"ANNEE 2012",6858.581,28.452637
"1059",2012-11-24,"ANNEE 2012",6090.121,28.027649
"1060",2012-11-25,"ANNEE 2012",5573.065,28.162506
"1061",2012-11-26,"ANNEE 2012",6388.93,27.364838
"1062",2012-11-27,"ANNEE 2012",6296.78,27.662537
"1063",2012-11-28,"ANNEE 2012",6620.409,28.055328
"1064",2012-11-29,"ANNEE 2012",5764.66,28.108276
"1065",2012-11-30,"ANNEE 2012",6334.607,28.241608
"1066",2012-12-01,"ANNEE 2012",6241.876,28.163391
"1067",2012-12-02,"ANNEE 2012",5936.498,28.491669
"1068",2012-12-03,"ANNEE 2012",6478.599,28.385529
"1069",2012-12-04,"ANNEE 2012",6575.85,27.871979
"1070",2012-12-05,"ANNEE 2012",6587.095,27.67929
"1071",2012-12-06,"ANNEE 2012",6516.445,27.327423
"1072",2012-12-07,"ANNEE 2012",6414.547,27.41806
"1073",2012-12-08,"ANNEE 2012",6200.442,27.570831
"1074",2012-12-09,"ANNEE 2012",5787.7,28.09784
"1075",2012-12-10,"ANNEE 2012",6723.459,27.955902
"1076",2012-12-11,"ANNEE 2012",6661.415,28.003998
"1077",2012-12-12,"ANNEE 2012",6054.958,28.091492
"1078",2012-12-13,"ANNEE 2012",6381.963,27.663208
"1079",2012-12-14,"ANNEE 2012",6621.031,27.307434
"1080",2012-12-15,"ANNEE 2012",6381.946,27.494232
"1081",2012-12-16,"ANNEE 2012",6030.785,27.410522
"1082",2012-12-17,"ANNEE 2012",6873.05,26.721313
"1083",2012-12-18,"ANNEE 2012",6777.77,26.08609
"1084",2012-12-19,"ANNEE 2012",7098.109,25.833069
"1085",2012-12-20,"ANNEE 2012",6756.535,26.133331
"1086",2012-12-21,"ANNEE 2012",6860.217,26.224548
"1087",2012-12-22,"ANNEE 2012",6164.753,26.88269
"1088",2012-12-23,"ANNEE 2012",6148.057,27.012604
"1089",2012-12-24,"ANNEE 2012",6707.203,26.645203
"1090",2012-12-25,"ANNEE 2012",6181.586,26.223206
"1091",2012-12-26,"ANNEE 2012",6966.907,26.337769
"1092",2012-12-27,"ANNEE 2012",7045.593,25.890442
"1093",2012-12-28,"ANNEE 2012",7018.184,26.01181
"1094",2012-12-29,"ANNEE 2012",6446.47,26.120575
"1095",2012-12-30,"ANNEE 2012",6382.129,25.781158
"1096",2012-12-31,"ANNEE 2012",6043.773,25.213348
"1097",2013-01-01,"ANNEE 2013",7088.758,24.650635
"1098",2013-01-02,"ANNEE 2013",7088.758,25.016937
"1099",2013-01-03,"ANNEE 2013",6487.572,25.920502
"1100",2013-01-04,"ANNEE 2013",6517.401,25.784424
"1101",2013-01-05,"ANNEE 2013",6553.558,25.312378
"1102",2013-01-06,"ANNEE 2013",5765.822,25.14392
"1103",2013-01-07,"ANNEE 2013",6553.558,25.772217
"1104",2013-01-08,"ANNEE 2013",6628.049,26.542847
"1105",2013-01-09,"ANNEE 2013",6831.714,26.993042
"1106",2013-01-10,"ANNEE 2013",6641.242,26.596558
"1107",2013-01-11,"ANNEE 2013",6829.004,26.012451
"1108",2013-01-12,"ANNEE 2013",6829.004,26.134216
"1109",2013-01-13,"ANNEE 2013",6989.172,26.662445
"1110",2013-01-14,"ANNEE 2013",6768.725,26.891754
"1111",2013-01-15,"ANNEE 2013",6989.172,27.81366
"1112",2013-01-16,"ANNEE 2013",7089.446,28.343567
"1113",2013-01-17,"ANNEE 2013",7230.758,28.336456
"1114",2013-01-18,"ANNEE 2013",7089.446,28.549652
"1115",2013-01-19,"ANNEE 2013",7086.849,28.455322
"1116",2013-01-20,"ANNEE 2013",7086.849,29.21579
"1117",2013-01-21,"ANNEE 2013",7086.849,29.181732
"1118",2013-01-22,"ANNEE 2013",7095.796,29.075928
"1119",2013-01-23,"ANNEE 2013",7088.758,29.679443
"1120",2013-01-24,"ANNEE 2013",5470.516,29.484344
"1121",2013-01-25,"ANNEE 2013",6905.7,29.00888
"1122",2013-01-26,"ANNEE 2013",6269.1,28.923096
"1123",2013-01-27,"ANNEE 2013",6377.73,28.089325
"1124",2013-01-28,"ANNEE 2013",6724.877,28.22287
"1125",2013-01-29,"ANNEE 2013",7152.138,28.192474
"1126",2013-01-30,"ANNEE 2013",7016.485,28.272095
"1127",2013-01-31,"ANNEE 2013",7016.033,26.994629
"1128",2013-02-01,"ANNEE 2013",6651.06,25.625244
"1129",2013-02-02,"ANNEE 2013",6215.167,25.444305
"1130",2013-02-03,"ANNEE 2013",5216.373,26.472534
"1131",2013-02-04,"ANNEE 2013",6865.192,27.862488
"1132",2013-02-05,"ANNEE 2013",7062.984,28.552948
"1133",2013-02-06,"ANNEE 2013",7302.998,28.589325
"1134",2013-02-07,"ANNEE 2013",7245.18,28.458008
"1135",2013-02-08,"ANNEE 2013",7167.493,28.381195
"1136",2013-02-09,"ANNEE 2013",6334.4965,28.877045
"1137",2013-02-10,"ANNEE 2013",5501.5,28.97995
"1138",2013-02-11,"ANNEE 2013",7110.983,29.423798
"1139",2013-02-12,"ANNEE 2013",7487.366,29.108002
"1140",2013-02-13,"ANNEE 2013",7635.981,29.719513
"1141",2013-02-14,"ANNEE 2013",6974.12,28.996826
"1142",2013-02-15,"ANNEE 2013",7002.2,28.871124
"1143",2013-02-16,"ANNEE 2013",6762.9,29.566345
"1144",2013-02-17,"ANNEE 2013",6615.592,29.56018
"1145",2013-02-18,"ANNEE 2013",6485.488,29.140137
"1146",2013-02-19,"ANNEE 2013",6805.2,29.72644
"1147",2013-02-20,"ANNEE 2013",6886.222,30.944366
"1148",2013-02-21,"ANNEE 2013",7000.738,30.381866
"1149",2013-02-22,"ANNEE 2013",6889.236,30.145355
"1150",2013-02-23,"ANNEE 2013",6316.737,30.978485
"1151",2013-02-24,"ANNEE 2013",6463.139,31.518036
"1152",2013-02-25,"ANNEE 2013",7106.816,31.41043
"1153",2013-02-26,"ANNEE 2013",7462.825,31.89331
"1154",2013-02-27,"ANNEE 2013",6973.606,31.671417
"1155",2013-02-28,"ANNEE 2013",6727.693,31.857788
"1156",2013-03-01,"ANNEE 2013",7317.5,31.013885
"1157",2013-03-02,"ANNEE 2013",6864.659,31.152527
"1158",2013-03-03,"ANNEE 2013",6314.907,31.094635
"1159",2013-03-04,"ANNEE 2013",6111.2,30.429657
"1160",2013-03-05,"ANNEE 2013",6639.442,30.133026
"1161",2013-03-06,"ANNEE 2013",7167.684,31.494843
"1162",2013-03-07,"ANNEE 2013",7216.6735,31.67511
"1163",2013-03-08,"ANNEE 2013",7265.663,31.81308
"1164",2013-03-09,"ANNEE 2013",6472.602,31.325775
"1165",2013-03-10,"ANNEE 2013",6469.556,31.065247
"1166",2013-03-11,"ANNEE 2013",7390.083,31.465607
"1167",2013-03-12,"ANNEE 2013",7401.152,31.115784
"1168",2013-03-13,"ANNEE 2013",7290.987,31.021606
"1169",2013-03-14,"ANNEE 2013",7352.171,30.97409
"1170",2013-03-15,"ANNEE 2013",7325.46,31.114655
"1171",2013-03-16,"ANNEE 2013",6690.479,30.505707
"1172",2013-03-17,"ANNEE 2013",6283.273,30.885193
"1173",2013-03-18,"ANNEE 2013",6931.879,31.48471
"1174",2013-03-19,"ANNEE 2013",5540.82,31.498077
"1175",2013-03-20,"ANNEE 2013",5629.317,32.239258
"1176",2013-03-21,"ANNEE 2013",7214.291,31.36499
"1177",2013-03-22,"ANNEE 2013",6902.5535,30.720673
"1178",2013-03-23,"ANNEE 2013",6590.816,30.74701
"1179",2013-03-24,"ANNEE 2013",6352.738,29.839203
"1180",2013-03-25,"ANNEE 2013",7050.795,30.995117
"1181",2013-03-26,"ANNEE 2013",7195.544,29.302032
"1182",2013-03-27,"ANNEE 2013",7263.186,29.8284
"1183",2013-03-28,"ANNEE 2013",6646.206,27.85788
"1184",2013-03-29,"ANNEE 2013",6583.627,29.533264
"1185",2013-03-30,"ANNEE 2013",6578.202,30.354279
"1186",2013-03-31,"ANNEE 2013",6580.9145,30.681915
"1187",2013-04-01,"ANNEE 2013",6059.145,30.478607
"1188",2013-04-02,"ANNEE 2013",6839.102,28.951141
"1189",2013-04-03,"ANNEE 2013",7087.07,29.885803
"1190",2013-04-04,"ANNEE 2013",7104.883,29.687134
"1191",2013-04-05,"ANNEE 2013",7336.4,30.289215
"1192",2013-04-06,"ANNEE 2013",5099.844,29.76416
"1193",2013-04-07,"ANNEE 2013",6159.487,30.420563
"1194",2013-04-08,"ANNEE 2013",6615.239,30.511963
"1195",2013-04-09,"ANNEE 2013",5099.844,29.122559
"1196",2013-04-10,"ANNEE 2013",6714.138,29.236115
"1197",2013-04-11,"ANNEE 2013",6723.949,30.65384
"1198",2013-04-12,"ANNEE 2013",7157.273,30.80307
"1199",2013-04-13,"ANNEE 2013",6479.634,30.068817
"1200",2013-04-14,"ANNEE 2013",6085.301,30.906647
"1201",2013-04-15,"ANNEE 2013",6884.5,29.524567
"1202",2013-04-16,"ANNEE 2013",7253.257,30.031067
"1203",2013-04-17,"ANNEE 2013",7242.6135,28.5625
"1204",2013-04-18,"ANNEE 2013",7231.97,29.490967
"1205",2013-04-19,"ANNEE 2013",7215.091,28.882324
"1206",2013-04-20,"ANNEE 2013",6738.253,27.222412
"1207",2013-04-21,"ANNEE 2013",6181.687,28.626068
"1208",2013-04-22,"ANNEE 2013",6808.068,26.999146
"1209",2013-04-23,"ANNEE 2013",7112.688,27.88684
"1210",2013-04-24,"ANNEE 2013",6451.612,29.193909
"1211",2013-04-25,"ANNEE 2013",7124.609,29.634216
"1212",2013-04-26,"ANNEE 2013",6427.276,26.796997
"1213",2013-04-27,"ANNEE 2013",6349.866,28.624634
"1214",2013-04-28,"ANNEE 2013",6033.989,28.371033
"1215",2013-04-29,"ANNEE 2013",6852.623,29.639648
"1216",2013-04-30,"ANNEE 2013",7520.05,29.674133
"1217",2013-05-01,"ANNEE 2013",5685.436,25.909515
"1218",2013-05-02,"ANNEE 2013",6528.09,28.93039
"1219",2013-05-03,"ANNEE 2013",7232.08,29.488434
"1220",2013-05-04,"ANNEE 2013",6517.946,29.156372
"1221",2013-05-05,"ANNEE 2013",5975.198,28.660583
"1222",2013-05-06,"ANNEE 2013",6605.096,28.68515
"1223",2013-05-07,"ANNEE 2013",6837.004,29.09201
"1224",2013-05-08,"ANNEE 2013",6844.41,28.783508
"1225",2013-05-09,"ANNEE 2013",6206.446,29.059631
"1226",2013-05-10,"ANNEE 2013",6385.264,28.182678
"1227",2013-05-11,"ANNEE 2013",5681.19,26.570435
"1228",2013-05-12,"ANNEE 2013",5576.208,28.020813
"1229",2013-05-13,"ANNEE 2013",5576.208,28.007416
"1230",2013-05-14,"ANNEE 2013",6337.634,27.358887
"1231",2013-05-15,"ANNEE 2013",6280.36,27.861511
"1232",2013-05-16,"ANNEE 2013",6629.475,28.856903
"1233",2013-05-17,"ANNEE 2013",6904.627,29.082916
"1234",2013-05-18,"ANNEE 2013",6226.218,27.644836
"1235",2013-05-19,"ANNEE 2013",5572.288,28.385254
"1236",2013-05-20,"ANNEE 2013",6031.001,29.41864
"1237",2013-05-21,"ANNEE 2013",6798.721,28.92862
"1238",2013-05-22,"ANNEE 2013",6798.721,27.943512
"1239",2013-05-23,"ANNEE 2013",6541.869,28.300995
"1240",2013-05-24,"ANNEE 2013",4512.259,29.856934
"1241",2013-05-25,"ANNEE 2013",4472.34,28.970856
"1242",2013-05-26,"ANNEE 2013",5943.04,27.426514
"1243",2013-05-27,"ANNEE 2013",6465.691,26.598755
"1244",2013-05-28,"ANNEE 2013",6086.415,26.948883
"1245",2013-05-29,"ANNEE 2013",6508.349,27.590332
"1246",2013-05-30,"ANNEE 2013",5786.775,27.449677
"1247",2013-05-31,"ANNEE 2013",5937.97,28.416443
"1248",2013-06-01,"ANNEE 2013",6123.855,28.002167
"1249",2013-06-02,"ANNEE 2013",5425.86,26.694489
"1250",2013-06-03,"ANNEE 2013",5961.5175,27.924133
"1251",2013-06-04,"ANNEE 2013",6497.175,27.531097
"1252",2013-06-05,"ANNEE 2013",6594.063,25.945465
"1253",2013-06-06,"ANNEE 2013",5016.865,26.762726
"1254",2013-06-07,"ANNEE 2013",6738.078,27.803162
"1255",2013-06-08,"ANNEE 2013",6157.29,27.393585
"1256",2013-06-09,"ANNEE 2013",5625.377,26.840149
"1257",2013-06-10,"ANNEE 2013",6393.155,26.473022
"1258",2013-06-11,"ANNEE 2013",6381.814,27.19513
"1259",2013-06-12,"ANNEE 2013",6514.801,28.179932
"1260",2013-06-13,"ANNEE 2013",6878.048,28.869202
"1261",2013-06-14,"ANNEE 2013",6666.374,27.11795
"1262",2013-06-15,"ANNEE 2013",5572.069,26.628204
"1263",2013-06-16,"ANNEE 2013",4832.362,27.736359
"1264",2013-06-17,"ANNEE 2013",6684.607,27.989746
"1265",2013-06-18,"ANNEE 2013",5440.447,26.797668
"1266",2013-06-19,"ANNEE 2013",6656.295,27.58786
"1267",2013-06-20,"ANNEE 2013",6707.972,26.780823
"1268",2013-06-21,"ANNEE 2013",6693.799,27.164978
"1269",2013-06-22,"ANNEE 2013",6190.043,27.458618
"1270",2013-06-23,"ANNEE 2013",5348.815,27.117828
"1271",2013-06-24,"ANNEE 2013",5764.746,25.698425
"1272",2013-06-25,"ANNEE 2013",6153.315,25.824677
"1273",2013-06-26,"ANNEE 2013",6052.558,26.634125
"1274",2013-06-27,"ANNEE 2013",6467.706,25.181793
"1275",2013-06-28,"ANNEE 2013",6461.083,26.181152
"1276",2013-06-29,"ANNEE 2013",6002.547,25.079437
"1277",2013-06-30,"ANNEE 2013",5696.099,25.495941
"1278",2013-07-01,"ANNEE 2013",6166.353,26.380005
"1279",2013-07-02,"ANNEE 2013",6258.278,26.612183
"1280",2013-07-03,"ANNEE 2013",6074.54,26.507568
"1281",2013-07-04,"ANNEE 2013",6253.56,26.03888
"1282",2013-07-05,"ANNEE 2013",5768.9,25.522797
"1283",2013-07-06,"ANNEE 2013",5969.5,25.909515
"1284",2013-07-07,"ANNEE 2013",4708.714,25.081848
"1285",2013-07-08,"ANNEE 2013",6292.08,24.875214
"1286",2013-07-09,"ANNEE 2013",5996.003,25.307953
"1287",2013-07-10,"ANNEE 2013",6415.7,25.470886
"1288",2013-07-11,"ANNEE 2013",5553.178,25.08899
"1289",2013-07-12,"ANNEE 2013",5936.904,25.840881
"1290",2013-07-13,"ANNEE 2013",5875.7,26.99054
"1291",2013-07-14,"ANNEE 2013",5815.672,24.84491
"1292",2013-07-15,"ANNEE 2013",6213.57,25.971436
"1293",2013-07-16,"ANNEE 2013",6371.4,26.466461
"1294",2013-07-17,"ANNEE 2013",6109,26.424408
"1295",2013-07-18,"ANNEE 2013",5983.3,26.484161
"1296",2013-07-19,"ANNEE 2013",6210.851,25.205383
"1297",2013-07-20,"ANNEE 2013",5791.349,25.403015
"1298",2013-07-21,"ANNEE 2013",5222.91,24.665314
"1299",2013-07-22,"ANNEE 2013",6297.782,26.441986
"1300",2013-07-23,"ANNEE 2013",6391.329,26.965515
"1301",2013-07-24,"ANNEE 2013",6051.141,24.212006
"1302",2013-07-25,"ANNEE 2013",5477.838,25.019348
"1303",2013-07-26,"ANNEE 2013",6358.169,25.616669
"1304",2013-07-27,"ANNEE 2013",5925.012,26.26767
"1305",2013-07-28,"ANNEE 2013",5359.989,25.947083
"1306",2013-07-29,"ANNEE 2013",6211.709,25.040466
"1307",2013-07-30,"ANNEE 2013",6328.44,25.105164
"1308",2013-07-31,"ANNEE 2013",6179.52,25.17572
"1309",2013-08-01,"ANNEE 2013",6030.6,25.442566
"1310",2013-08-02,"ANNEE 2013",6161.5,25.041779
"1311",2013-08-03,"ANNEE 2013",5627,25.382233
"1312",2013-08-04,"ANNEE 2013",5559.468,25.85318
"1313",2013-08-05,"ANNEE 2013",6054.329,26.10492
"1314",2013-08-06,"ANNEE 2013",6135.557,25.159607
