,CDD_CNRM,CDD_CSIRO,CDD_GFDL,CDD_IPSL,CDD_MIROC5,CDD_MPI,CDD_NorESM1,MEAN,MIN,MAX
0,1.2786308645445899,1.6047829915695289,2.0027231150040015,1.5589640903743551,2.126414515850319,2.144799549344735,1.4916343539550276,1.743992782948936,1.2786308645445899,2.144799549344735
1,0.4960334219533136,1.0851274023140811,3.274754739082294,0.49755361534878273,1.145783854711434,2.1467558757066194,1.290512683731344,1.419503084692552,0.4960334219533136,3.274754739082294
2,2.4501663050650615,2.102489707134823,1.671774424236092,1.8784332915147708,0.8122827085126635,3.1142530677439746,1.481698702014097,1.9301568866030685,0.8122827085126635,3.1142530677439746
3,1.2344185164366785,1.0085322603287494,3.240897214145985,2.6851443005057813,1.9614155092260903,3.2614356316490607,2.229365536505538,2.231601281256841,1.0085322603287494,3.2614356316490607
4,1.3111846426645066,2.243159849309359,2.6738962628750644,1.9646231969691643,4.39805496051264,3.4280817192264843,1.9088506242162047,2.561121607967631,1.3111846426645066,4.39805496051264
5,2.3324419573048525,3.733237108795445,1.7344588478061982,3.001727365565334,3.527142566429381,2.9200098585376635,1.3663836056364531,2.659343044296476,1.3663836056364531,3.733237108795445
6,1.3474160701224602,3.250215967506889,2.0201477229683373,3.246129725081341,1.5314313547315828,3.8405892842836598,2.8864784538200836,2.588915511216338,1.3474160701224602,3.8405892842836598
7,1.6150666732323964,3.7728895195698042,3.471254437892664,3.8913498348438735,2.3001457780273826,2.793916204531581,3.501545024062153,3.0494524960228366,1.6150666732323964,3.8913498348438735
8,3.385171267990817,2.7675848155093337,3.57794350289609,3.3024049763972068,4.009400014817083,2.8761408511222335,2.2674029126126043,3.169435477335052,2.2674029126126043,4.009400014817083
9,1.5107076415573413,2.5928417485304385,1.5290418706914133,3.508538644242366,6.366960797052808,4.967434307967478,1.7237035214498593,3.171318361641673,1.5107076415573413,6.366960797052808
10,2.2967868830128086,1.550434910091329,2.518210695564912,3.1729702390970314,4.866794655781766,5.053588108077563,2.3880374226035537,3.1209747020327114,1.550434910091329,5.053588108077563
11,3.7759848163960776,2.8445668688416634,5.090441439252765,4.177417283790221,2.8754286339952184,2.4828805396637907,3.0509518431674727,3.4710959178724603,2.4828805396637907,5.090441439252765
12,2.1584936416519542,3.981937622627043,3.3059240062553283,2.427601705322162,2.209926612192136,2.7041866346628622,3.482353731775741,2.8957748506410304,2.1584936416519542,3.981937622627043
13,3.011281182370339,3.234154309215737,4.104690573193726,3.704523284624699,2.5017288515587706,2.988983625141642,2.642116605175913,3.1696397758972616,2.5017288515587706,4.104690573193726
14,2.6511726435983167,4.6101690053035265,5.056619451935851,3.801279236418712,5.405015860522662,5.051227818983503,3.3499869359208594,4.275067278954774,2.6511726435983167,5.405015860522662
15,2.32033654681223,2.9383078252662145,3.7690464852443317,2.8760363943131853,7.504661686964257,3.991937873688918,3.1505704044951734,3.7929853166834717,2.32033654681223,7.504661686964257
16,2.7069456665158094,4.644249825307189,4.2356245986471865,3.5053810864761408,2.500825701263683,2.399354459676805,2.9789954019972393,3.2816252485548647,2.399354459676805,4.644249825307189
17,3.0350847201250817,3.018623670171865,3.898069724155754,5.713241571844299,1.3577995323104999,3.1315295475145546,3.645233770019657,3.399940362305959,1.3577995323104999,5.713241571844299
18,2.7416209074907987,3.8858923999221378,2.804262875734377,5.070731276372104,2.894659729019848,3.348819316690579,3.2671327813967173,3.4304456123752263,2.7416209074907987,5.070731276372104
19,2.516355231808308,6.613743558744498,4.363138319368269,6.427623400559013,3.1919937282626467,4.4601101397957805,3.281341087263283,4.407757923685971,2.516355231808308,6.613743558744498
20,3.0350328202700276,3.907946139938877,4.781064916294711,5.65607952313727,5.3420577051218565,4.822747782370837,3.177381822566226,4.388901529957115,3.0350328202700276,5.65607952313727
21,3.5662137794172426,2.4273719851707334,2.5896675716851885,4.248233979663195,7.692544504896934,4.384356186397109,3.625553758707265,4.076277395133955,2.4273719851707334,7.692544504896934
22,2.127727871639748,4.841116150087987,4.931427989187143,5.162064855271256,4.564357536903603,4.753769360001511,4.0844092081249155,4.352124710173739,2.127727871639748,5.162064855271256
23,3.5248756072471146,3.602507940403591,3.95941476328723,5.498840710509526,3.024784137826578,5.295649334640854,3.668975314424476,4.082149686905625,3.024784137826578,5.498840710509526
24,2.6732155862764864,4.18957507033478,4.883415178970289,8.075818732116826,3.7220522404305365,3.847062095420368,4.0132064829195215,4.486335055209832,2.6732155862764864,8.075818732116826
25,4.128206395451092,4.99921970214728,5.412858659321557,5.805612487763709,4.011778738289228,3.98938627809879,3.205640276432612,4.507528933929181,3.205640276432612,5.805612487763709
26,4.104162519094959,4.559336831350704,4.566942682623635,6.533668176507205,6.387633076926103,5.524018823123628,3.897007650339682,5.0818242514237015,3.897007650339682,6.533668176507205
27,3.6543124374680005,5.0859792798352625,4.168270090209217,6.4550836946640375,7.404677409542892,8.810852079018485,4.925853185600571,5.7864325966197825,3.6543124374680005,8.810852079018485
28,3.510540936957711,4.755902088907039,5.892960261927961,8.652425304977012,3.9046791447865394,5.4526416920948195,3.3657472034689877,5.0764138047314376,3.3657472034689877,8.652425304977012
29,4.462095565498928,5.657388531122984,4.109921498692358,5.649126858966935,3.308682534541129,5.07691427774984,3.820184622872865,4.583473412777862,3.308682534541129,5.657388531122984
30,3.1693005292523937,7.52657439908395,2.8407838025068606,6.489580664510644,5.381817756944372,6.2510344914166955,4.8611082451903505,5.2171714127007505,2.8407838025068606,7.52657439908395
31,3.249490326043611,6.596954033694216,4.85708135486923,7.293659506116261,6.735154014444225,6.514787587842958,5.917716079375121,5.880691843197945,3.249490326043611,7.293659506116261
32,3.597136070071883,7.545988164708316,5.607548223907505,5.598291852886233,9.364957792052715,5.937169783985905,6.012421847027753,6.2376448192343315,3.597136070071883,9.364957792052715
33,4.2399026417612395,6.920912532094579,4.1913335163323024,6.914052817256156,6.916434208755824,7.095234957497764,4.9199390449164735,5.885401388373476,4.1913335163323024,7.095234957497764
34,3.8872098752365085,6.531658543883636,4.699884835918886,5.9197564669686695,4.320800059270921,7.115735300170463,5.909896265836872,5.4835630496122825,3.8872098752365085,7.115735300170463
35,5.335215361268549,6.606514253079381,4.933214450854804,6.046817691581297,4.33428736399523,4.157206228536564,4.043923659742699,5.065311287008359,4.043923659742699,6.606514253079381
36,3.6831616151577746,7.987235566148711,7.507947899002697,6.4935421649346505,7.25019689929798,4.162347177253648,5.892369713663,6.139543005065494,3.6831616151577746,7.987235566148711
37,4.214986372070322,7.735230640085327,3.9526732638189905,7.632110172972318,9.578923840391848,6.830544604504921,5.752811056650414,6.528182850070591,3.9526732638189905,9.578923840391848
38,5.208715963120062,7.682580026421292,4.195315318339167,7.845996994713133,7.80178963168356,7.771164594461572,7.398370769444338,6.843419042597589,4.195315318339167,7.845996994713133
39,4.026701062145382,9.14528552402028,6.504382120134304,7.953729645792256,4.905337273256108,6.710243214814613,7.045613650526493,6.613041784384207,4.026701062145382,9.14528552402028
40,4.260274036976185,7.7610063393379445,6.78656398750349,6.638171114703993,3.746207392187755,6.353361559050628,3.4238224018826835,5.567058118806094,3.4238224018826835,7.7610063393379445
41,5.868081061854721,6.513366114289444,6.470012349222598,8.326186843501166,5.634352450184112,6.727356737186443,4.734355900589334,6.324815922403975,4.734355900589334,8.326186843501166
42,4.151780974129096,8.095762254470284,4.57796928581629,6.437529747956489,9.476367503991984,6.25978389570859,5.413712784237435,6.344700920901456,4.151780974129096,9.476367503991984
43,5.179774399104851,9.526554096613294,7.005307086217317,7.787554096722857,9.902728701091078,6.976750886892523,6.514964078378165,7.556233335002869,5.179774399104851,9.902728701091078
44,4.512487541247931,8.70982853761718,5.336929218111119,9.075648803441108,6.6243111619126,6.845827402786489,5.260665387937952,6.623671150436342,4.512487541247931,9.075648803441108
45,5.641658043703509,7.001338753110064,5.377175745127626,6.6740499424214175,5.090992501649701,8.731659177380411,6.379958163355915,6.41383318953552,5.090992501649701,8.731659177380411
46,5.0907218858199395,9.961717697965039,6.333609850710379,9.184644041841814,7.169144239983217,8.254372136965994,6.7920344361512015,7.540892041348226,5.0907218858199395,9.961717697965039
47,5.840437220379671,9.745050521662382,7.382686089347792,8.798628782046354,7.703813301222009,7.31396641335557,5.776332387643994,7.508702102236824,5.776332387643994,9.745050521662382
48,5.4125622353495295,11.027927700793606,6.26790379544585,8.51724486356469,9.253606682150323,7.5146527974058,6.093400170652327,7.7267568921945875,5.4125622353495295,11.027927700793606
49,6.258941033460994,11.453154967106872,6.13584177388152,6.717179217282479,9.556688351377725,7.803904614774343,6.465039403910148,7.770107051684867,6.13584177388152,11.453154967106872
50,5.11285301018203,9.32900149112917,4.616600328914609,6.442662221247967,7.129974999287536,5.608335677925861,5.144958519746374,6.1977694640619365,4.616600328914609,9.32900149112917
51,4.727025269168313,9.26478785351133,7.585279019152186,8.806448040725172,5.3726924821071735,7.45557378522774,6.281591419600676,7.07048540992751,4.727025269168313,9.26478785351133
52,6.181123268659434,10.026685840436258,6.857269585208469,9.514793010632015,6.216558624914099,9.379108184130553,5.992932194923422,7.738352958414892,5.992932194923422,10.026685840436258
53,5.9794220677325605,10.601185810439482,5.886269147125845,8.147562832169282,8.53720036535849,8.734234302885852,5.776646783472181,7.6660744727405286,5.776646783472181,10.601185810439482
54,6.662774255032581,12.273402702235119,6.453591213401419,10.941079128968386,10.483340619598565,7.97211780828582,7.158737381608783,8.849291872732955,6.453591213401419,12.273402702235119
55,5.654889403585933,11.366938425167518,6.010819816320449,10.117913793885565,8.365233268009645,7.457500654025393,6.3649026407464735,7.905456857391567,5.654889403585933,11.366938425167518
56,5.860692827429797,11.24534033033664,5.68445074157893,10.175743915452198,5.5680504988267945,8.192538337363493,7.3838553576900425,7.7300960012397,5.5680504988267945,11.24534033033664
57,7.053613991713266,12.076233233314541,5.837634904209361,7.304697125210888,6.823511778497662,10.549143284239952,6.352306706296729,7.999591574783199,5.837634904209361,12.076233233314541
58,6.468115042295858,10.594921266913152,6.514155228453191,7.504529197440598,6.936334474314267,9.123791053421288,6.491863992325103,7.6619586078804955,6.468115042295858,10.594921266913152
59,6.886153714216947,9.494945043152843,6.9797604824980475,11.215786880284364,9.826226750936124,7.758156236487655,6.827618656044708,8.426949680517241,6.827618656044708,11.215786880284364
60,5.65332876632188,11.330765187438297,8.143152877538624,9.350986522330484,10.484260647188911,8.391782109679573,6.916193989269448,8.610067157109603,5.65332876632188,11.330765187438297
61,6.538864319866001,10.98119845354638,7.251585376296495,9.738947618850396,6.465558487515931,7.17422822908138,7.321170061636136,7.924507506684675,6.465558487515931,10.98119845354638
62,5.445975460711622,11.571256565321077,6.971284732750964,9.628810224879203,6.313851343511563,7.499677224934073,6.337076141889513,7.6811330991425715,5.445975460711622,11.571256565321077
63,6.730058677783194,12.990154322857071,6.160651147507066,9.358034173282615,9.163201212933204,10.10338447951318,7.550141122810272,8.865089305240945,6.160651147507066,12.990154322857071
64,6.466640901490534,13.299455486304788,8.551994965444909,8.564609676938792,10.123138432404094,9.88885515228358,7.587572573890202,9.211752455536699,6.466640901490534,13.299455486304788
65,7.278404716323391,9.452953513985014,8.635927257547266,13.052062370318822,11.571350439274692,5.857858892394836,8.58982816202095,9.205483621694993,5.857858892394836,13.052062370318822
66,7.215060605083463,12.767323281256536,7.544715473505161,12.847794669714894,7.861609117760693,7.12967998855383,7.614858267003167,8.997291628982536,7.12967998855383,12.847794669714894
67,7.701379031891823,12.140981088913717,10.395847896953907,10.94277483067035,7.573773850718094,8.729709372552207,8.833760641981337,9.474032387668775,7.573773850718094,12.140981088913717
68,6.893981552050155,11.482361724930724,8.67715356758882,9.194512510224726,8.327713543458861,11.491312421520526,7.847366630691258,9.13062885006644,6.893981552050155,11.491312421520526
69,7.825614367073438,12.326272162750186,7.140982690820101,9.613065130881003,7.962874998946526,8.611331432712742,6.788897793337233,8.609862653788749,6.788897793337233,12.326272162750186
70,6.321209778147142,13.163983196870607,7.944361928518491,13.795880470261064,8.279608272237239,8.709466396759959,6.453864609934833,9.238339236104192,6.321209778147142,13.795880470261064
71,8.171598554180939,12.758118555527473,7.752000858592455,13.156215729682007,9.441555716331447,6.977238348696447,6.432093036569932,9.241260114225813,6.432093036569932,13.156215729682007
72,7.807869174799126,12.684926912955376,7.694585300994276,10.629504891036111,9.209765493194347,8.494169936240064,7.190927198113681,9.101678415333286,7.190927198113681,12.684926912955376
73,7.637134830488633,13.741436953466996,7.921749424221692,10.946915497765344,9.521302962911946,9.056197021245865,8.293615610175056,9.588336042896504,7.637134830488633,13.741436953466996
74,7.136434865887696,15.172871729158759,7.819754640397521,12.173951651854225,9.374287054775287,12.02561700065189,8.143044159380414,10.263708728872258,7.136434865887696,15.172871729158759
75,7.215779325819402,12.738226099330111,7.8529719291215,14.134201468332492,8.512598348147273,12.453574166115303,7.068289269382248,9.996520086606907,7.068289269382248,14.134201468332492
76,7.209598074809099,12.268844224225667,7.325450820958239,10.086888360714315,8.688162240655839,8.942755171793959,6.816893106938688,8.762656000013687,6.816893106938688,12.268844224225667
77,9.190900976834426,12.948380770541755,8.098970514231565,12.02359992162107,9.90440101635718,8.11652379831826,7.366017471618302,9.664113495646081,7.366017471618302,12.948380770541755
78,8.369910262575013,11.985899828269607,6.82792308185891,11.293136195715293,12.946804175869989,8.294497084573651,8.666433241651564,9.769229124359144,6.82792308185891,12.946804175869989
79,7.4725381299180125,12.741604221937624,7.4134498201904355,12.054528560092121,10.731458788010146,10.503714257999905,7.732131782029642,9.807060794311127,7.4134498201904355,12.741604221937624
80,7.5700091826605584,13.220780001533342,9.656582058466324,12.321216521324207,7.668536665234636,10.589600111990121,5.637866710213081,9.523513035917468,5.637866710213081,13.220780001533342
81,8.61045067428227,12.282585600732567,7.31535672318181,11.96286101266791,6.253906185636508,9.759944078523816,5.724103307190856,8.844172511745104,5.724103307190856,12.282585600732567
82,8.063396255508042,12.80985191109497,7.932135250395079,13.558970098613846,8.35646367559907,7.6439049333161595,5.97335997054797,9.191154585010734,5.97335997054797,13.558970098613846
